agency_cd	site_no	station_nm
USGS	261017080565100	I-75 CULVERT AT MILE 55.1 NEAR NAPLES, FL
USGS	261018080545400	I-75 BRIDGE STR-DD AT MILE 53 NEAR NAPLES, FL
USGS	261018080552700	I-75 BRIDGE STR-CC AT MILE 53.7 NEAR NAPLES, FL
USGS	261023080443001	SITE 62 IN CONSERVATION AREA 3A NR ANDYTOWN, FL
USGS	261117080315201	SITE 63 IN CONSERVATION AREA NO. 3A NR ANDYTOWN FL
USGS	261150080270001	N. NEW RIVER CANAL AT S-11-A NR ANDYTOWN, FL
USGS	261533080571600	L-28 INTERCEPTOR CANAL BLW S-190 NEAR CLEWISTON FL
USGS	261543080495000	L-28 CANAL ABOVE S-140 NEAR CLEWISTON, FL
USGS	261710080190001	SITE 19 IN CONSERVATION AREA 2A NR CORAL SPRINGS
USGS	261808081042800	WEST FEEDER CANAL ABV WEST WEIR NR  CLEWISTON FL
USGS	262007080321500	S-150 AT TERRYTOWN, FL
USGS	262038080584600	NORTH FEEDER CANAL BLW PC17A NR CLEWISTON, FL
USGS	262240080258001	SITE 17 NR L-38, CONS AREA 2A NR CORAL SPRINGS, FL
USGS	262300080220001	HILLSBORO CANAL AT S-10-D NR DEERFIELD BCH., FL
USGS	262528080202700	SOUTH LOXAHATCHEE CONSERVATION AREA NO. 1
USGS	262750080175001	SITE 9 IN CONSERVATION AREA NO.1 IN BOYNTON BCH FL
USGS	263000080120001	SITE 8C NR L-40 IN CONS AREA NO.1 NR BOYNTON BCH.
USGS	263050080145001	SITE 8T IN CONS AREA NO.1 NR BOYNTON BCH, FL
USGS	263120081595500	Shell Point Canal near Iona, FL
USGS	263144082010400	CALOOSAHATCHEE RIVER AT PUNTA BLANCA NR CAPE CO FL
USGS	263180080205001	SITE 7 IN CONS AREA NO. 1 NR SHAWANO, FL
USGS	264006081534400	HANCOCK CREEK AT PONDELLA ROAD, NORTH FT MYERS, FL
USGS	264053081572501	L  -4820
USGS	264438082033600	DURDEN CREEK AT CHARLOTTE NR CAPE CORAL, FL
USGS	264514080550700	INDUSTRIAL CANAL AT CLEWISTON
USGS	265501080364900	LEVEE 8 CANAL NEAR CANAL POINT, FL
USGS	265645080055900	LOXAHATCHEE RIVER AT POMPANO DRIVE NR JUPITER FL
USGS	265651080045500	LOX RIVER AT COAST GUARD DOCK NR JUPITER, FL
USGS	265656080063500	LOXAHATCHEE RIVER, PENNOCK POINT, CHANNEL MARKER 2
USGS	265708080093700	HOBE DITCH TRIB TO LOX RIVER .5 MI ABOVE MOUTH, FL
USGS	265713080095600	LOXATCHEE RIVER AT SSP NR JUPITER,FL
USGS	265818080111900	CYPRESS CREEK CANAL BELOW GULFSTREAM BRIDGE, FL
USGS	265906080093500	LOXAHATCHEE RIVER AT MILE 9.1 NEAR JUPITER, FL
USGS	265912080082900	LOX RIVER AT BOY SCOUT CAMP NR HOBE SOUND, FL
USGS	265929080091800	LOX RIVER AT OUTLET OF KITCHINGS CREEK, FL
USGS	270022080094600	KITCHINGS CREEK NR HOBE SOUND,FL
USGS	270816082192601	MABRY CARLTON CW-1 (3F) SWNN WELL NEAR SARASOTA FL
USGS	270959082203001	ROMP 19 WLAM WELL NEAR SARASOTA FL
USGS	271027080153900	PALM CITY BRIDGE SALINITY SITE
USGS	271042081462301	2X4 CITRUS CLIMATE STATION NEAR ARCADIA FL
USGS	271100082172701	MABRY CARLTON CW-3 (6F) SWNN WELL NEAR SARASOTA FL
USGS	271832082064801	EDGEVILLE DEEP WELL 3 AT EDGEVILLE FL
USGS	271929080195900	ST LUCIE RIVER AT PRIMA VISTA RD, PT ST LUCIE, FL
USGS	272012081482501	MARSHALL DEEP WELL NEAR GARDNER FL
USGS	272229080203400	ST LUCIE RIVER AT MIDWAY RD NR PT ST LUCIE, FL
USGS	272231082322600	WALKER CREEK RAINGAGE AT SARASOTA FL
USGS	272524080221800	FIVE MILE CANAL ABOVE S-29-1-4 NR FT. PIERCE, FL
USGS	272838082142201	KIBLER DEEP WELL 26B NEAR BETHANY FL
USGS	273126082384700	MANATEE RIVER NEAR MOUTH AT PALMA SOLA FL
USGS	274143080424100	ST.JOHNS RV MARSH AT BLUE CYPRESS NR FELLSMERE, FL
USGS	274319081452000	ESTECH POND CSA OUTFALL NEAR FT. MEADE FL
USGS	274906081594500	ACHAN POND CSA OUTFALL NEAR BRADLEY JUNCTION FL
USGS	275021082450500	CROSS BAYOU RAINFALL AT PARK BLVD NEAR LARGO FL
USGS	275627082150801	TURNER WELL NEAR BRANDON FL
USGS	275917082222500	EAST LAKE RAINFALL AT ORIENT ROAD NEAR TAMPA FL
USGS	280128082234600	HILLSBOROUGH R SITE 3 DNSTR 56TH ST NR TAMPA FL
USGS	280242081531600	TENOROC DITCH (SITE 20) NEAR LAKELAND FL
USGS	280256081240100	DISNEY PRESERVE NR LAKE HATCHINEHA NR HAINES CITY
USGS	280322080343400	INDIAN RIVER NR PALM BAY, FL
USGS	280353082283400	ROY HAYNES PARK RAINFALL NEAR SULPHUR SPRINGS FL
USGS	280441081520200	TENOROC DITCH (SITE 17B) NEAR LAKELAND FL
USGS	280531081520501	TENOROC DITCH BEL STR (SITE 17A) NEAR LAKELAND FL
USGS	280557081512300	TENOROC DITCH (SITE 13) NEAR LAKELAND FL
USGS	280634081513200	TENOROC DITCH (SITE 11) NEAR LAKELAND FL
USGS	280651081502900	TENOROC DITCH (SITE 19) NEAR LAKELAND FL
USGS	280809081535800	WILLIAMS POND CSA OUTFALL NEAR LAKELAND FL
USGS	280842082392000	BROOKER CK PRESERVE RAINFALL NR TARPON SPRINGS FL
USGS	280851082401301	ELDRIDGE WILDE 2A NEAR TARPON SPRINGS FL
USGS	281022082400201	ELDR WILD DEEP W N3 NEAR TARPON SPRINGS FL
USGS	281318082220700	CYPRESS BRIDGE 01 RAIN GAGE NR WESLEY CHAPEL FL
USGS	281331082333301	STARKEY ADDITION PASTURE CLIMATE STA NR ODESSA FL
USGS	281421082343102	STARKEY S68 FLRD WELL NR ODESSA FL
USGS	281448082301801	BEXLEY WELL 2 NEAR DREXEL FL
USGS	281626080463400	DUDA FARMS NR LAKE WINDER NR ROCKLEDGE, FL
USGS	281715082164401	STATE HWY 577 WELL NEAR SAN ANTONIO FL
USGS	281848081364001	SAND HILL ROAD RAIN GAGE NR VINELAND, FL
USGS	282406081093602	COCOA R WELL NEAR BITHLO, FL
USGS	282458081364800	REEDY LAKE AT CENTER NR VINELAND, FL
USGS	282528081340901	BAY LAKE DEEP WELL NEAR WINDERMERE, FL
USGS	282818081254600	SHINGLE CREEK AT OAK RIDGE ROAD RAINGAGE
USGS	282847081013701	COCOA H NEAR BITHLO, FL
USGS	283820081170200	DIKE ROAD WATER PLANT RAIN GAGE NR SLAVIA,FL
USGS	283902081064900	SNOWHILL RD RETENTION POND RAIN GAGE AT CHULUOTA,F
USGS	284051081234300	SEMINOLE COUNTY RAINGAGE NEAR LONGWOOD, FL
USGS	284152082375000	CHASSAHOWITZA RIVER AT MOUTH NEAR CHASHWTZ FL
USGS	284254081021000	ST JOHNS RV AB LK HARNEY RAIN GAGE NR GENEVA,FL
USGS	284254082362310	CHASSAHOWITZA R ABOVE JOHNSON CK NR CHASHWTZ, FL
USGS	284541082163400	FERRIS FARMS NR FLORAL CITY, FL
USGS	284617082414510	HOMOSASSA RIVER AT SHELL IS NEAR HOMOSASSA FL
USGS	284759081232100	LAKE SYLVAN PARK RAINGAGE NEAR PAOLA, FL
USGS	285344082362800	CRYSTAL RIVER AT CRYSTAL RIVER FL
USGS	285359081472706	CARROT BARN USAS (L-0888) AT LISBON, FL
USGS	285447082445100	GULF OF MEXICO NEAR CRYSTAL RIVER FL
USGS	285531082412600	CRYSTAL RV AT MOUTH NR SHELL ISL NR CRYSTAL RV FL
USGS	291110082060001	USGS Well CE-44 at Ocala, FL
USGS	291652083064100	EAST PASS SUWANNEE RIVER AT MOUTH NR SUWANNEE, FL
USGS	291830081362200	LAKE GEORGE AT MARKER 5 NR SALT SPRINGS, FL
USGS	291841083070800	EAST PASS SUWANNEE RIVER NEAR SUWANNEE, FL
USGS	291842083085100	WEST PASS SUWANNEE RIVER NR MOUTH, NR SUWANNEE,FL
USGS	291930083082800	WEST PASS SUWANNEE RIVER AT SUWANNEE, FL
USGS	293731083061801	LOCAL NO.15 CROSS CITY
USGS	293958085211801	USAF D3-A
USGS	294130081382000	ST. JOHNS RIVER AT DANCY POINT NEAR PALATKA, FL
USGS	294213081345300	ST. JOHNS RIVER AT DANCY POINT NEAR SPUDS, FL
USGS	294321084531601	LOCAL NO.943-453-1
USGS	294327084585501	LOCAL NO.31
USGS	294330082445001	943244310  09S16E07  212 SITE 1 USGS
USGS	294400084590001	APALACHICOLA, FL    WB                    W12832
USGS	294458083142801	LOCAL NO.944-314-1
USGS	294708084460701	LOCAL NO.947-446-1
USGS	294857085180801	30
USGS	294955082421200	GINNIE SPRINGS RAIN GAGE NEAR HIGH SPRINGS, FL
USGS	295046084394301	FRANKLIN NO 10
USGS	295507084311901	ST. JAMES WELL NR LANARK, FLORIDA
USGS	295732084430701	FRANKLIN 41
USGS	295802083121001	LOCAL NO.958-312-1
USGS	295856081372301	ST JOHNS RV SHANDS BRIDGE NR GREEN COVE SPGS FL
USGS	295949081391400	ST.JOHNS RIVER AT GREEN COVE SPRINGS, FL
USGS	300152084592701	LOCAL NO.001-459-1
USGS	300338085204201	FICO FARMS OBS. WELL(600) NR. OVERSTREET FL.
USGS	300358083305001	LOCAL NO.35 BUCKEYE CELLULOSE CORP
USGS	300400082585001	LOCAL NO.004-258-334
USGS	300407083314301	LOCAL NO.36 BUCKEYE CELLULOSE CORP
USGS	300540084174001	WAKULLA 19
USGS	300630082562001	J W GASTON WELL
USGS	300631084223401	WAKULLA HIGH SCH TEST WELL
USGS	300703085160401	EXXON SUPPLY WELL NR WEWAHITCHKA,FL
USGS	300747082225801	0072221
USGS	300803081354500	JULINGTON CRK AT HOOD LANDING NR BAYARD, FL
USGS	300823083175901	LOCAL NO.008-317-1
USGS	300917084121301	LOCAL NO.2 ST. MARKS
USGS	301006085413501	WELL BAY 7 AT PANAMA CITY, FLORIDA
USGS	301031082381001	LOCAL NO.9 LAKE CITY
USGS	301035084403701	PORTER LAKE REC AREA
USGS	301057081414800	ST.JOHNS RVR AB BUCKMAN BRIDGE AT JACKSONVILLE,FL
USGS	301124081395901	ST.JOHNS RIVER BUCKMAN BRIDGE AT JACKSONVILLE,FL
USGS	301156084103501	LOCAL NO.011-410-1
USGS	301204081434900	ORTEGA RIVER SALINITY AT JACKSONVILLE, FL
USGS	301210085505901	WEST PANAMA CITY BEACH
USGS	301250085412801	FANIN AIRPORT WELL AT PANAMA CITY,FLA.
USGS	301307082355001	ONF #10 FLORIDAN WELL
USGS	301307082355002	ONF #10 WATER TABLE WELL
USGS	301437082324801	ONF #9 FLORIDAN WELL
USGS	301437082324802	ONF #9 HAWTHORN WELL
USGS	301437085114901	LOCAL NO.014-511-1
USGS	301510081383500	ST JOHNS RVR AT CHRISTOPHER PT NR JACKSONVILLE, FL
USGS	301550085355801	LOCAL NO.015-535-113
USGS	301635082234001	SRWMD B-0004
USGS	301635082234002	BS-195082234002
USGS	301649085384501	016-538-123
USGS	301702082271501	ONF #7 FLORIDAN WELL
USGS	301702082271502	ONF #7 WATER TABLE WELL
USGS	301817081393600	ST JOHNS RIVER BL MARCO LK AT JACKSONVILLE, FL
USGS	301822082393901	NEW HOPE SCHOOL WELL NR. WHITE SPRINGS FL-AK Black
USGS	301830084370001	OTTER CAMP RAINGAGE NR BLOXHAM,FL
USGS	301933082350501	ONF #2 FLORIDAN WELL
USGS	301933082350502	ONF #2 WATER TABLE WELL
USGS	301945082292202	ONF #4 HAWTHORN WELL
USGS	301948082460601	STEPHEN FOSTER MEMORIAL WELL
USGS	302052082312401	ONF #3 FLORIDAN WELL
USGS	302052082312402	ONF #3 HAWTHORN WELL
USGS	302115082232201	SRWMD B-2
USGS	302115082232202	BS-24
USGS	302127082475801	HILWARD MORGAN WELL NR. FACIL FL
USGS	302135087094501	USGS T7,SR102,GULF BREEZE
USGS	302204083561501	LOCAL NO.022-356-1
USGS	302212084114400	S E SPRAYFIELD RAINGAGE NR TALLAHASSEE FL
USGS	302214086065201	LOCAL NO.13
USGS	302221086065201	C.H.MCGEE,JR. POINT WASHINGTON
USGS	302243082360201	ONF #1 FLORIDAN WELL
USGS	302243082360202	ONF #1 WATER TABLE WELL
USGS	302251082194901	B-25 ONF NO.6 FLORIDAN WELL NEAR TAYLOR,FL.
USGS	302251082194902	B-26 ONF NO.6 HAWTHORNE WELL NEAR TAYLOR,FL.
USGS	302308087163501	USGS OBS.WELL 39 WRRNGTN
USGS	302309081333001	ST JOHNS R DAMES POINT BRIDGE AT JACKSONVILLE, FL
USGS	302313084191301	USGS LS 1
USGS	302319084220601	USGS LS24
USGS	302321084473501	C.W. ROBERTS WELL AT HOSFORD,FLA.
USGS	302323082493501	A C HOGAN WELL
USGS	302330086482001	USAF EGLIN A15 B12516
USGS	302334082560201	SUWANNEE SPGS WELL
USGS	302338086352601	WAYSIDE PARK
USGS	302347084212300	RAIN GAGE  1 AT AIRPORT (NO.1) TALLAHASSEE FL
USGS	302351085261101	LOCAL NO.023-526-223A YOUNGSTOWN
USGS	302357086100701	BRIDGETENDER WELL(WAL-25)NR POINT WASHINGTON,FLA
USGS	302402087140502	LOCAL NO 60A
USGS	302409086523501	L.WOODHAM REDIMIX,NVARRE
USGS	302410084200001	LOCAL NO.024-420-1
USGS	302418086364001	OLD CITY HALL WELL AT FORT WALTON BEACH, FL.
USGS	302419086362601	FT WALTON ELEM SCHOOL
USGS	302431086440301	BILL COLLIER WELL AT FLOROSA,FL
USGS	302432087151701	USGS OBS.WELL 62,B.CHICO
USGS	302432087151702	USGS OBS.WELL 62A,B.CHCO.
USGS	302438084172400	R. G. NO. 6-A AT WAHNISH (NO.9) TALAHASSEE FL
USGS	302536084180500	RAIN GAGE 7 AT SEWAGE PLANT (NO.11) TLH FL
USGS	302556082433800	OCCIDENTAL POND SOUTH CSA OUTFALL NR WHITE SPGS FL
USGS	302601084153600	RAIN GAGE NO. 11 AT APAKIN NENE DR. (NO.31) TLH F
USGS	302609081453300	TROUT RIVER BL US 1 AT DINSMORE, FL
USGS	302609084211000	RAIN GAGE 2 AT WAYNE COLONEY PLANT (NO2) TLH FL
USGS	302620082173501	B-9 USGS WELL at Taylor, FL
USGS	302622084145900	GOVERNOR SQUARE R. G. (NO.30) TALLAHASSEE, FLA.
USGS	302623082434200	OCCIDENTAL POND NORTH CSA OUTFALL NR WHITE SPGS FL
USGS	302636085024701	CITY OF BLOUNSTOWN WELL AT BLOUNSTOWN,FLA.
USGS	302637085543301	WILSONS COWFORD FISH CAMP WELL NR EBRO, FLORIDA
USGS	302640084170001	USGS WELL AT BOG AT TALLAHASSEE,FLA.
USGS	302649085093901	LOCAL NO.026-509-1
USGS	302650087133002	ESCAMBIA 026-713-6
USGS	302657081312400	CLAPBOARD CRK AB BUCKHORN BLUFF NR JAX, FL
USGS	302658087130301	USGS OBS.WELL 026-713-5
USGS	302707084132400	RAIN GAGE 15 AT NEW ARMORY (NO.33) TALLAHASSEE FL
USGS	302708086055701	VICTORY NO 2
USGS	302721086101401	SELMA MADARA NEAR FREEPORT
USGS	302723086093501	T AND W MOODY WELL
USGS	302731084165400	RAIN GAGE 10 AT OLD ARMORY (NO.16) TALLAHASSEE FL
USGS	302731084191600	RAIN GAGE 5 AT SAN LUIS RD (NO.15) TALLAHASSEE FL
USGS	302747086382001	USGS WRIGHT TEST WELL
USGS	302758086370403	WELL 28 NR CLAY POINT
USGS	302800087120001	PENSACOLA,FL  WBAP                       W93859
USGS	302822084154400	R.G. NO.16 AT MCCORD PARK (NO.24) TALLAHASSEE FL
USGS	302830087113901	PENS.AIRPRT.TERM.BLDG.
USGS	302835082545301	FFS WELL S OF JASPER
USGS	302842084215200	RAIN GAGE  3 AT I-10 & ST 263 (NO.3) TALLAHASSEE F
USGS	302856083250101	LOCAL NO.17
USGS	302857086285201	POSTIL POINT WELL AT EGLIN, NR NICEVILLE, FL
USGS	302900086212001	TOM HUGHES WELL
USGS	302912086145801	R A MARSH WELL
USGS	302929086081801	MURPHY OIL CO WELL
USGS	302935084142100	RAIN GAGE 14 AT EAST GATE (NO.22) TALLAHASSEE FL
USGS	302935086074501	WELL WALTON 17 AT FREEPORT, FLORIDA
USGS	303001084134701	CITY OF TALLA. OLSON RD WELL AT TALLAHASSEE, FL.
USGS	303010084151200	RAIN GAGE 13 @ TIMBERLANE MALL (NO.20) TLH FL
USGS	303012084135301	TALLAHASSEE RAY DIEHL 8-IN TH
USGS	303021086351601	B-4204 EGLIN 27 FLD 4-2
USGS	303025085350502	WELL 422B NR GREENHEAD , FLORIDA
USGS	303040086120201	D MARTIN WELL
USGS	303053086075301	J M THOMPSON WELL
USGS	303108087162301	USGS OBS.WELL 46-ENSLEY
USGS	303111084205401	LEON 115
USGS	303142084214601	LK JACKSON DEEP WELL NR TALLAHASSEE,FLA.
USGS	303142084214602	LK JACKSON SHALLOW WELL NR TALLAHASSEE,FLA.
USGS	303200084212500	RAIN GAGE  4 AT SUNSET BOAT RAMP (NO.4) TLH FL
USGS	303208087241101	USGS OBS.WELL 032-724-1
USGS	303214085580401	FRM NO 72 DP FST AM FRMS
USGS	303214085580402	FRM NO 72 SH FST AM FRMS
USGS	303243084353601	QUINCY AGRICULTURAL EXPERIMENT STATION
USGS	303321086334401	ROGUE CREEK NO 2 WELL
USGS	303330086334001	ROGUE CREEK NO 1 WELL
USGS	303348086022401	FRM NO 41 DP FST AM FRMS
USGS	303348086022402	FRM NO 41 SH FST AM FRMS
USGS	303417085573101	FRM NO 98 FST AM FRMS
USGS	303421086305001	TENMILE CREEK NO2 WELL
USGS	303426086061101	FRM NO 2 DP FST AM FRMS
USGS	303426086061102	FRM NO 2 SH FST AM FRMS
USGS	303427086305301	TENMILE CREEK NO 1 WELL
USGS	303441086263901	AUX FIELD 2 B-2204
USGS	303447084072401	LOCAL NO.034-407-1
USGS	303454085560601	WELL 43
USGS	303456086191601	B-8738 EGLIN AFB
USGS	303500084363801	AST CATTLE FARM WELL
USGS	303512086375101	EGLIN 29 FLD 5-2
USGS	303521087064001	USGS TEST WELL7 W5005
USGS	303527087140001	USGS-MONSANTO OBS.WELL83
USGS	303545086064601	BLDG 1481 ROCK HILL TOWER EGLIN AFB FL
USGS	303558087155501	USGS-MONSANTO OBS WELL73
USGS	303610087165001	USGS OBS WELL MNSNTO 74
USGS	303614084280601	LAKE TALLAVANA NO.2
USGS	303614087190901	USGS OBS.WELL 45 CNTNMNT
USGS	303622083050601	LOCAL NO.036-305-1
USGS	303714085422601	ALFORD WELL AT VERNON,FL
USGS	303722084094501	03740901
USGS	303728084101201	LOCAL NO.36A
USGS	303804084355901	ELCON NO.2 AST ST RD 267
USGS	303812083362401	LOCAL NO.038-336-1
USGS	303904083504101	LAKE FONTAIN WELL AT MERRILY PLANTATION
USGS	304102086495501	USGS TEST WELL6,FLRDALE
USGS	304252087002201	USGS TEST WELL NO 2
USGS	304334086032401	ARGYLE TOWER FFS
USGS	304340086393301	BAGGETT CREEK NO 2 WELL
USGS	304342086392701	BAGGETT CREEK NO 1 WELL
USGS	304358086120801	BSA CAMP LK EUCHEE WELL
USGS	304950086232201	TEST WELL FST AM FRMS
USGS	305014085483701	LOCAL NO.050-548-1
USGS	305043086083301	RAY PETER WELL
USGS	305119085561901	LOCAL NO.051-556-1
USGS	305202085452901	LOCAL NO.052-545-2
USGS	305353085273101	LOCAL NO. 053-527-1
USGS	305359086122601	JACKSON STILL TOWER
USGS	305450087264001	USGS OBS. 054-726-1
USGS	305450087264002	USGS OBS. 054-726-2
USGS	305828085350901	HOLMES 7 BUSH
USGS	305940086580601	FLA.FOR.SRV.CMP.HNDRSN.
